Country_Region,Province_State,Confirmed,Deaths,
Afghanistan,,175893,7639,
Albania,,272479,3484,
Algeria,,265366,6861,
Andorra,,38794,152,
Angola,,98855,1900,
Antarctica,,11,0,
Antigua and Barbuda,,7461,135,
Argentina,,8961595,127009,
Armenia,,421714,8563,
Australia,Australian Capital Territory,58021,37,
Australia,New South Wales,1435768,1971,
Australia,Northern Territory,44513,33,
Australia,Queensland,616937,623,
Australia,South Australia,170346,219,
Australia,Tasmania,55696,26,
Australia,Victoria,1112363,2629,
Australia,Western Australia,34250,12,
Austria,,3022079,15136,
Azerbaijan,,790153,9575,
Bahamas,,33188,771,
Bahrain,,533748,1462,
Bangladesh,,1948798,29100,
Barbados,,56679,323,
Belarus,,935684,6618,
Belgium,Antwerp,552742,0,
Belgium,Brussels,416222,0,
Belgium,East Flanders,467419,0,
Belgium,Flemish Brabant,336705,0,
Belgium,Hainaut,420499,0,
Belgium,Liege,349294,0,
Belgium,Limburg,260195,0,
Belgium,Luxembourg,95347,0,
Belgium,Namur,163175,0,
Belgium,Unknown,53485,30380,
Belgium,Walloon Brabant,136934,0,
Belgium,West Flanders,377654,0,
Belize,,57003,652,
Benin,,26575,163,
Bhutan,,16277,7,
Bolivia,,896744,21472,
Bosnia and Herzegovina,,372962,15610,
Botswana,,263950,2619,
Brazil,Acre,123157,1987,
Brazil,Alagoas,293954,6778,
Brazil,Amapa,160198,2116,
Brazil,Amazonas,577094,14137,
Brazil,Bahia,1514797,29446,
Brazil,Ceara,1232805,26525,
Brazil,Distrito Federal,687358,11497,
Brazil,Espirito Santo,1030538,14222,
Brazil,Goias,1207381,25955,
Brazil,Maranhao,417566,10839,
Brazil,Mato Grosso,716129,14793,
Brazil,Mato Grosso do Sul,511191,10430,
Brazil,Minas Gerais,3255023,60153,
Brazil,Para,733128,17961,
Brazil,Paraiba,584306,10148,
Brazil,Parana,2374108,42632,
Brazil,Pernambuco,858568,21184,
Brazil,Piaui,366414,7697,
Brazil,Rio Grande do Norte,483167,8082,
Brazil,Rio Grande do Sul,2202873,38647,
Brazil,Rio de Janeiro,2027636,72093,
Brazil,Rondonia,382904,7111,
Brazil,Roraima,154405,2137,
Brazil,Santa Catarina,1641437,21529,
Brazil,Sao Paulo,5100545,165878,
Brazil,Sergipe,322025,6279,
Brazil,Tocantins,300499,4124,
Brunei,,104022,156,
Bulgaria,,1109581,36028,
Burkina Faso,,20751,375,
Burma,,603263,19401,
Burundi,,38238,38,
Cabo Verde,,55906,401,
Cambodia,,133501,3044,
Cameroon,,119322,1926,
Canada,Alberta,530288,3992,
Canada,British Columbia,351751,2932,
Canada,Diamond Princess,0,1,
Canada,Grand Princess,13,0,
Canada,Manitoba,132487,1708,
Canada,New Brunswick,41109,316,
Canada,Newfoundland and Labrador,28103,72,
Canada,Northwest Territories,9466,20,
Canada,Nova Scotia,47089,212,
Canada,Nunavut,3200,5,
Canada,Ontario,1133667,12688,
Canada,Prince Edward Island,18905,16,
Canada,Quebec,933441,14141,
Canada,Repatriated Travellers,13,0,
Canada,Saskatchewan,128289,1135,
Canada,Yukon,3546,23,
Central African Republic,,14320,113,
Chad,,7260,190,
Chile,Antofagasta,116813,1427,
Chile,Araucania,196775,1819,
Chile,Arica y Parinacota,53429,651,
Chile,Atacama,60637,435,
Chile,Aysen,22574,136,
Chile,Biobio,315170,3293,
Chile,Coquimbo,113812,1286,
Chile,Los Lagos,179314,1775,
Chile,Los Rios,98031,894,
Chile,Magallanes,47867,578,
Chile,Maule,212529,2148,
Chile,Metropolitana,1255531,21413,
Chile,Nuble,89037,802,
Chile,OHiggins,134482,1805,
Chile,Tarapaca,77643,951,
Chile,Unknown,43,0,
Chile,Valparaiso,276203,4114,
China,Anhui,1015,6,
China,Beijing,1603,9,
China,Chongqing,626,6,
China,Fujian,1591,1,
China,Gansu,524,2,
China,Guangdong,5620,8,
China,Guangxi,1246,2,
China,Guizhou,162,2,
China,Hainan,193,6,
China,Hebei,1552,7,
China,Heilongjiang,2108,13,
China,Henan,2703,22,
China,Hong Kong,575623,3150,
China,Hubei,68384,4512,
China,Hunan,1235,4,
China,Inner Mongolia,1664,1,
China,Jiangsu,1866,0,
China,Jiangxi,959,1,
China,Jilin,1133,3,
China,Liaoning,1044,2,
China,Macau,82,0,
China,Ningxia,122,0,
China,Qinghai,31,0,
China,Shaanxi,2889,3,
China,Shandong,1585,7,
China,Shanghai,4720,7,
China,Shanxi,295,0,
China,Sichuan,1545,3,
China,Tianjin,1213,3,
China,Tibet,1,0,
China,Unknown,0,0,
China,Xinjiang,996,3,
China,Yunnan,1998,2,
China,Zhejiang,2317,1,
Colombia,Amazonas,7553,264,
Colombia,Antioquia,917089,18199,
Colombia,Arauca,16258,525,
Colombia,Atlantico,401779,10116,
Colombia,Bolivar,196831,3236,
Colombia,Boyaca,124669,2774,
Colombia,Caldas,116782,2521,
Colombia,Capital District,1761706,29225,
Colombia,Caqueta,24868,1015,
Colombia,Casanare,41550,994,
Colombia,Cauca,72093,1783,
Colombia,Cesar,106262,2667,
Colombia,Choco,18577,426,
Colombia,Cordoba,118870,3924,
Colombia,Cundinamarca,317374,7248,
Colombia,Guainia,2754,37,
Colombia,Guaviare,5582,105,
Colombia,Huila,100161,3491,
Colombia,La Guajira,56203,1520,
Colombia,Magdalena,114674,3620,
Colombia,Meta,104799,2530,
Colombia,Narino,104361,3299,
Colombia,Norte de Santander,119420,5061,
Colombia,Putumayo,20457,769,
Colombia,Quindio,70738,2051,
Colombia,Risaralda,106188,2464,
Colombia,San Andres y Providencia,10147,154,
Colombia,Santander,282502,8141,
Colombia,Sucre,65604,1713,
Colombia,Tolima,124176,3991,
Colombia,Unknown,0,300,
Colombia,Valle del Cauca,539568,14977,
Colombia,Vaupes,1887,19,
Colombia,Vichada,3392,61,
Comoros,,8057,160,
Congo (Brazzaville),,24041,378,
Congo (Kinshasa),,86290,1335,
Costa Rica,,821813,8149,
Cote d'Ivoire,,81571,795,
Croatia,,1069317,15294,
Cuba,,1075030,8502,
Cyprus,,344856,889,
Czechia,,3662117,39068,
Denmark,Faroe Islands,34658,28,
Denmark,Greenland,11849,20,
Denmark,,2923030,5049,
Diamond Princess,,712,13,
Djibouti,,15564,189,
Dominica,,11502,62,
Dominican Republic,,576220,4372,
Ecuador,,843760,35316,
Egypt,,494519,24269,
El Salvador,,156364,4094,
Equatorial Guinea,,15894,183,
Eritrea,,9719,103,
Estonia,,525748,2327,
Eswatini,,69379,1392,
Ethiopia,,469134,7484,
Fiji,,64060,834,
Finland,,713103,2573,
France,French Guiana,77931,394,
France,French Polynesia,70158,643,
France,Guadeloupe,126256,919,
France,Martinique,128554,902,
France,Mayotte,36703,187,
France,New Caledonia,59299,304,
France,Reunion,310181,680,
France,Saint Barthelemy,3780,6,
France,Saint Pierre and Miquelon,1256,1,
France,St Martin,9912,63,
France,Wallis and Futuna,454,7,
France,,22668331,136798,
Gabon,,47564,303,
Gambia,,11963,365,
Georgia,,1631900,16485,
Germany,Baden-Wurttemberg,2400109,14584,
Germany,Bayern,3148605,21835,
Germany,Berlin,789873,4294,
Germany,Brandenburg,579474,5287,
Germany,Bremen,123909,693,
Germany,Hamburg,371086,2338,
Germany,Hessen,1169212,9348,
Germany,Mecklenburg-Vorpommern,290488,1845,
Germany,Niedersachsen,1229762,7671,
Germany,Nordrhein-Westfalen,3444060,22753,
Germany,Rheinland-Pfalz,670181,5094,
Germany,Saarland,184051,1434,
Germany,Sachsen,1041304,14413,
Germany,Sachsen-Anhalt,473846,4833,
Germany,Schleswig-Holstein,373543,2180,
Germany,Thuringen,468239,6674,
Germany,Unknown,56687,0,
Ghana,,160681,1445,
Greece,,2583366,26424,
Grenada,,13690,216,
Guatemala,,800403,17127,
Guinea,,36427,440,
Guinea-Bissau,,8050,168,
Guyana,,63107,1224,
Haiti,,30433,827,
Holy See,,29,0,
Honduras,,414714,10812,
Hungary,,1812294,44603,
Iceland,,155877,77,
India,Andaman and Nicobar Islands,10025,129,
India,Andhra Pradesh,2318705,14729,
India,Arunachal Pradesh,64479,296,
India,Assam,724170,6639,
India,Bihar,830334,12255,
India,Chandigarh,91834,1165,
India,Chhattisgarh,1151717,14034,
India,Dadra and Nagar Haveli and Daman and Diu,11440,4,
India,Delhi,1862467,26140,
India,Goa,245174,3830,
India,Gujarat,1223475,10938,
India,Haryana,983628,10584,
India,Himachal Pradesh,283959,4124,
India,Jammu and Kashmir,453382,4749,
India,Jharkhand,434836,5315,
India,Karnataka,3943325,40013,
India,Kerala,6517950,66689,
India,Ladakh,28153,228,
India,Lakshadweep,11401,52,
India,Madhya Pradesh,1040482,10733,
India,Maharashtra,7870309,143749,
India,Manipur,136947,2116,
India,Meghalaya,93649,1587,
India,Mizoram,220026,666,
India,Nagaland,35443,757,
India,Odisha,1286353,9103,
India,Puducherry,165757,1962,
India,Punjab,758602,17723,
India,Rajasthan,1281903,9548,
India,Sikkim,39100,445,
India,Tamil Nadu,3451598,38023,
India,Telangana,790134,4111,
India,Tripura,100869,919,
India,Unknown,0,0,
India,Uttar Pradesh,2069616,23486,
India,Uttarakhand,436827,7689,
India,West Bengal,2016192,21184,
Indonesia,,5847900,151413,
Iran,,7113591,138572,
Iraq,,2311238,25090,
Ireland,,1332701,6590,
Israel,,3704109,10358,
Italy,Abruzzo,274496,3015,
Italy,Basilicata,88485,785,
Italy,Calabria,235836,2164,
Italy,Campania,1245751,9867,
Italy,Emilia-Romagna,1207297,16046,
Italy,Friuli Venezia Giulia,314291,4819,
Italy,Lazio,1118301,10546,
Italy,Liguria,355514,5146,
Italy,Lombardia,2379131,38870,
Italy,Marche,342520,3621,
Italy,Molise,41664,577,
Italy,P.A. Bolzano,193403,1422,
Italy,P.A. Trento,141832,1527,
Italy,Piemonte,996394,13113,
Italy,Puglia,772795,7767,
Italy,Sardegna,189267,2106,
Italy,Sicilia,837877,9696,
Italy,Toscana,884737,9184,
Italy,Umbria,195569,1756,
Italy,Valle d'Aosta,31843,522,
Italy,Veneto,1367495,13944,
Jamaica,,128273,2837,
Japan,Aichi,361067,1796,
Japan,Akita,11723,40,
Japan,Aomori,26047,75,
Japan,Chiba,302837,1476,
Japan,Ehime,19724,122,
Japan,Fukui,16375,40,
Japan,Fukuoka,259639,1038,
Japan,Fukushima,27975,189,
Japan,Gifu,58298,293,
Japan,Gunma,57925,265,
Japan,Hiroshima,81089,423,
Japan,Hokkaido,190266,1844,
Japan,Hyogo,292572,1955,
Japan,Ibaraki,86750,333,
Japan,Ishikawa,28728,178,
Japan,Iwate,13424,64,
Japan,Kagawa,22522,87,
Japan,Kagoshima,35025,138,
Japan,Kanagawa,511171,1849,
Japan,Kochi,13915,90,
Japan,Kumamoto,55079,255,
Japan,Kyoto,136964,516,
Japan,Mie,46517,256,
Japan,Miyagi,46893,157,
Japan,Miyazaki,20727,102,
Japan,Nagano,34601,156,
Japan,Nagasaki,29462,111,
Japan,Nara,63718,306,
Japan,Niigata,32983,80,
Japan,Oita,26854,111,
Japan,Okayama,54197,212,
Japan,Okinawa,107310,430,
Japan,Osaka,714281,4236,
Japan,Port Quarantine,4463,4,
Japan,Saga,26557,68,
Japan,Saitama,354410,1234,
Japan,Shiga,56904,161,
Japan,Shimane,7385,8,
Japan,Shizuoka,101666,363,
Japan,Tochigi,51285,220,
Japan,Tokushima,13236,76,
Japan,Tokyo,1096599,3897,
Japan,Tottori,7675,10,
Japan,Toyama,22201,68,
Japan,Unknown,8,0,
Japan,Wakayama,24856,106,
Japan,Yamagata,13746,75,
Japan,Yamaguchi,24095,148,
Japan,Yamanashi,19074,57,
Jordan,,1654677,13882,
Kazakhstan,,1392590,18988,
Kenya,,323140,5644,
Kiribati,,3010,13,
Korea, South,,5822626,9875
Kosovo,,226766,3123,
Kuwait,,624922,2549,
Kyrgyzstan,,200707,2971,
Laos,,145094,637,
Latvia,,726868,5397,
Lebanon,,1082419,10185,
Lesotho,,32716,697,
Liberia,,7392,294,
Libya,,499465,6326,
Liechtenstein,,13590,79,
Lithuania,,950602,8599,
Luxembourg,,191006,1004,
MS Zaandam,,9,2,
Madagascar,,63791,1373,
Malawi,,85476,2620,
Malaysia,Johor,341961,4207,
Malaysia,Kedah,261722,2378,
Malaysia,Kelantan,231023,1351,
Malaysia,Melaka,104856,1028,
Malaysia,Negeri Sembilan,163413,1389,
Malaysia,Pahang,146153,882,
Malaysia,Perak,164623,1602,
Malaysia,Perlis,14369,156,
Malaysia,Pulau Pinang,233984,1850,
Malaysia,Sabah,357046,3061,
Malaysia,Sarawak,274105,1636,
Malaysia,Selangor,1024693,10304,
Malaysia,Terengganu,107883,803,
Malaysia,Unknown,0,0,
Malaysia,W.P. Kuala Lumpur,281461,2738,
Malaysia,W.P. Labuan,19121,152,
Malaysia,W.P. Putrajaya,15573,30,
Maldives,,173991,297,
Mali,,30407,726,
Malta,,72421,613,
Marshall Islands,,7,0,
Mauritania,,58657,981,
Mauritius,,181362,934,
Mexico,Aguascalientes,62073,3472,
Mexico,Baja California,130524,12122,
Mexico,Baja California Sur,101704,2623,
Mexico,Campeche,33597,2228,
Mexico,Chiapas,35062,2392,
Mexico,Chihuahua,126926,9838,
Mexico,Ciudad de Mexico,1370061,42389,
Mexico,Coahuila,143800,8727,
Mexico,Colima,54272,2181,
Mexico,Durango,67767,3562,
Mexico,Guanajuato,277827,14788,
Mexico,Guerrero,97921,6678,
Mexico,Hidalgo,90262,8335,
Mexico,Jalisco,235314,19261,
Mexico,Mexico,530449,46808,
Mexico,Michoacan,93334,8760,
Mexico,Morelos,67273,5182,
Mexico,Nayarit,57769,3140,
Mexico,Nuevo Leon,310536,14870,
Mexico,Oaxaca,118350,6089,
Mexico,Puebla,167414,16311,
Mexico,Queretaro,140436,6148,
Mexico,Quintana Roo,91122,4345,
Mexico,San Luis Potosi,181272,7418,
Mexico,Sinaloa,120325,9568,
Mexico,Sonora,162934,10008,
Mexico,Tabasco,189422,6018,
Mexico,Tamaulipas,141615,7915,
Mexico,Tlaxcala,43243,3058,
Mexico,Unknown,0,0,
Mexico,Veracruz,173596,16006,
Mexico,Yucatan,108538,6538,
Mexico,Zacatecas,67133,3829,
Micronesia,,1,0,
Moldova,,506681,11319,
Monaco,,9654,51,
Mongolia,,914536,2177,
Montenegro,,231313,2692,
Morocco,,1161925,16033,
Mozambique,,225162,2198,
Namibia,,157366,4014,
Nepal,,977786,11949,
Netherlands,Aruba,33732,212,
Netherlands,Bonaire,,,
Netherlands,Curacao,39185,264,
Netherlands,Drenthe,162578,438,
Netherlands,Flevoland,159816,324,
Netherlands,Friesland,236736,599,
Netherlands,Gelderland,833676,2699,
Netherlands,Groningen,202956,343,
Netherlands,Limburg,463241,2112,
Netherlands,Noord-Brabant,1099584,3610,
Netherlands,Noord-Holland,1151165,3268,
Netherlands,Overijssel,476296,1383,
Netherlands,Sint Maarten,9599,85,
Netherlands,Unknown,84139,21,
Netherlands,Utrecht,574748,1512,
Netherlands,Zeeland,144460,371,
Netherlands,Zuid-Holland,1481354,5016,
New Zealand,Cook Islands,2,0,
New Zealand,,307803,81,
Nicaragua,,18203,226,
Niger,,8774,307,
Nigeria,,254861,3142,
North Macedonia,,300714,9117,
Norway,,1341163,1753,
Oman,,386003,4250,
Pakistan,Azad Jammu and Kashmir,43159,790,
Pakistan,Balochistan,35427,377,
Pakistan,Gilgit-Baltistan,11608,191,
Pakistan,Islamabad,134767,1019,
Pakistan,Khyber Pakhtunkhwa,217857,6297,
Pakistan,Punjab,503426,13535,
Pakistan,Sindh,571268,8089,
Palau,,3888,6,
Panama,,758923,8128,
Papua New Guinea,,41533,639,
Paraguay,,645383,18517,
Peru,Amazonas,43598,1332,
Peru,Ancash,124283,7046,
Peru,Apurimac,38472,1607,
Peru,Arequipa,210750,10166,
Peru,Ayacucho,47860,2300,
Peru,Cajamarca,95346,4405,
Peru,Callao,145812,10437,
Peru,Cusco,116075,5094,
Peru,Huancavelica,25429,1253,
Peru,Huanuco,51696,2851,
Peru,Ica,102912,8871,
Peru,Junin,124954,7384,
Peru,La Libertad,145559,10849,
Peru,Lambayeque,104765,9186,
Peru,Lima,1594692,92474,
Peru,Loreto,57696,4365,
Peru,Madre de Dios,17645,835,
Peru,Moquegua,48089,1604,
Peru,Pasco,23744,1086,
Peru,Piura,156821,12974,
Peru,Puno,65013,4668,
Peru,San Martin,61623,3126,
Peru,Tacna,53526,2109,
Peru,Tumbes,26808,1678,
Peru,Ucayali,39316,3207,
Peru,Unknown,8591,457,
Philippines,,3668940,57258,
Poland,,5788363,113186,
Portugal,,3380263,21285,
Qatar,,358821,672,
Romania,,2784651,64226,
Russia,Adygea Republic,46254,930,
Russia,Altai Krai,250738,8189,
Russia,Altai Republic,32736,587,
Russia,Amur Oblast,97809,726,
Russia,Arkhangelsk Oblast,219526,1596,
Russia,Astrakhan Oblast,112466,2875,
Russia,Bashkortostan Republic,253946,5370,
Russia,Belgorod Oblast,120835,2074,
Russia,Bryansk Oblast,151441,3586,
Russia,Buryatia Republic,129760,2906,
Russia,Chechen Republic,42517,1072,
Russia,Chelyabinsk Oblast,301540,7121,
Russia,Chukotka Autonomous Okrug,5210,41,
Russia,Chuvashia Republic,74890,4474,
Russia,Dagestan Republic,90702,3556,
Russia,Ingushetia Republic,39679,546,
Russia,Irkutsk Oblast,263961,7998,
Russia,Ivanovo Oblast,103376,2915,
Russia,Jewish Autonomous Okrug,16296,488,
Russia,Kabardino-Balkarian Republic,59511,1793,
Russia,Kaliningrad Oblast,155945,1670,
Russia,Kalmykia Republic,48290,822,
Russia,Kaluga Oblast,98035,1372,
Russia,Kamchatka Krai,38055,601,
Russia,Karachay-Cherkess Republic,44349,977,
Russia,Karelia Republic,128516,1418,
Russia,Kemerovo Oblast,150559,2174,
Russia,Khabarovsk Krai,185604,1462,
Russia,Khakassia Republic,85251,2281,
Russia,Khanty-Mansi Autonomous Okrug,200840,2441,
Russia,Kirov Oblast,145188,909,
Russia,Komi Republic,163654,2974,
Russia,Kostroma Oblast,84129,1252,
Russia,Krasnodar Krai,237031,10510,
Russia,Krasnoyarsk Krai,351573,10182,
Russia,Kurgan Oblast,94655,1262,
Russia,Kursk Oblast,109655,2320,
Russia,Leningrad Oblast,175933,3390,
Russia,Lipetsk Oblast,134748,3367,
Russia,Magadan Oblast,19102,382,
Russia,Mari El Republic,43746,1066,
Russia,Mordovia Republic,62266,1296,
Russia,Moscow,2716141,42002,
Russia,Moscow Oblast,949184,14411,
Russia,Murmansk Oblast,130096,3155,
Russia,Nenets Autonomous Okrug,6972,95,
Russia,Nizhny Novgorod Oblast,388100,11216,
Russia,North Ossetia - Alania Republic,39600,1222,
Russia,Novgorod Oblast,94902,967,
Russia,Novosibirsk Oblast,241690,5127,
Russia,Omsk Oblast,196691,3968,
Russia,Orel Oblast,103114,1775,
Russia,Orenburg Oblast,199509,3775,
Russia,Penza Oblast,167549,5384,
Russia,Perm Krai,342242,8490,
Russia,Primorsky Krai,162349,1843,
Russia,Pskov Oblast,102744,1633,
Russia,Rostov Oblast,343205,10484,
Russia,Ryazan Oblast,108631,3133,
Russia,Saint Petersburg,1470238,32507,
Russia,Sakha (Yakutiya) Republic,165060,2045,
Russia,Sakhalin Oblast,62290,780,
Russia,Samara Oblast,358111,7254,
Russia,Saratov Oblast,222974,5720,
Russia,Smolensk Oblast,123381,2831,
Russia,Stavropol Krai,188270,6877,
Russia,Sverdlovsk Oblast,393353,10393,
Russia,Tambov Oblast,105220,2261,
Russia,Tatarstan Republic,128718,1772,
Russia,Tomsk Oblast,113527,760,
Russia,Tula Oblast,143414,4926,
Russia,Tver Oblast,151777,2615,
Russia,Tyumen Oblast,175755,4027,
Russia,Tyva Republic,44207,342,
Russia,Udmurt Republic,157292,3685,
Russia,Ulyanovsk Oblast,182505,4438,
Russia,Vladimir Oblast,141694,3268,
Russia,Volgograd Oblast,195867,6510,
Russia,Vologda Oblast,174699,3483,
Russia,Voronezh Oblast,349341,7845,
Russia,Yamalo-Nenets Autonomous Okrug,131555,1018,
Russia,Yaroslavl Oblast,145768,2557,
Russia,Zabaykalsky Krai,155863,2211,
Rwanda,,129576,1459,
Saint Kitts and Nevis,,5538,42,
Saint Lucia,,22822,364,
Saint Vincent and the Grenadines,,8321,106,
Samoa,,45,0,
San Marino,,14653,112,
Sao Tome and Principe,,5939,72,
Saudi Arabia,,748311,9014,
Senegal,,85782,1962,
Serbia,,1934953,15533,
Seychelles,,39605,163,
Sierra Leone,,7667,125,
Singapore,,901758,1116,
Slovakia,,2246029,18817,
Slovenia,,912193,6388,
Solomon Islands,,8491,118,
Somalia,,26400,1359,
South Africa,,3690291,99681,
South Sudan,,17044,138,
Spain,Andalusia,1362739,12950,
Spain,Aragon,400820,4910,
Spain,Asturias,197065,2515,
Spain,Baleares,258091,1227,
Spain,C. Valenciana,1313629,9073,
Spain,Canarias,305803,1603,
Spain,Cantabria,127259,778,
Spain,Castilla - La Mancha,476905,7111,
Spain,Castilla y Leon,661008,8311,
Spain,Catalonia,2307549,18503,
Spain,Ceuta,19042,145,
Spain,Extremadura,241290,2247,
Spain,Galicia,545564,3132,
Spain,La Rioja,90241,909,
Spain,Madrid,1613377,17555,
Spain,Melilla,20368,152,
Spain,Murcia,380119,2177,
Spain,Navarra,225343,1504,
Spain,Pais Vasco,657913,6275,
Spain,Unknown,0,0,
Sri Lanka,,654916,16374,
Sudan,,61643,4865,
Summer Olympics 2020,,865,0,
Suriname,,78705,1319,
Sweden,Blekinge,29162,155,
Sweden,Dalarna,67947,430,
Sweden,Gavleborg,72662,648,
Sweden,Gotland,11275,60,
Sweden,Halland,103163,412,
Sweden,Jamtland Harjedalen,32236,165,
Sweden,Jonkoping,85274,641,
Sweden,Kalmar,58985,311,
Sweden,Kronoberg,48420,370,
Sweden,Norrbotten,47738,355,
Sweden,Orebro,90561,425,
Sweden,Ostergotland,93379,764,
Sweden,Skane,334491,2227,
Sweden,Sormland,62163,557,
Sweden,Stockholm,564635,5112,
